sheet_row,company_name,url,contact_url,proposal_class,previous_comment,group,decision,comment,adopted,client_hits,service_hits,recurring_hits,negative_hits,form_ok,official_status,contact_status,evidence_urls,prior_classification
1199,有限会社山添,https://www.yamazoe-p.jp/,https://www.yamazoe-p.jp/contact,S｜地域印刷・販促物・ポスティング支援,大阪府印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=店舗｜受託=ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.yamazoe-p.jp/ ; https://www.yamazoe-p.jp/works ; https://www.yamazoe-p.jp/about｜監査日=2026-08-12,yes,店舗,ブランディング,,,yes,200,200,https://www.yamazoe-p.jp/ / https://www.yamazoe-p.jp/works / https://www.yamazoe-p.jp/about / https://www.yamazoe-p.jp/about/staff,keep_partner_fit
1200,有限会社立花製本,https://www.tachibanaseihon.jp/,https://www.tachibanaseihon.jp/contact.html,S｜地域印刷・販促物・ポスティング支援,大阪府印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地域印刷・販促物・ポスティング支援分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.tachibanaseihon.jp/ ; https://www.tachibanaseihon.jp/service.html ; https://www.tachibanaseihon.jp/company.html｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.tachibanaseihon.jp/ / https://www.tachibanaseihon.jp/service.html / https://www.tachibanaseihon.jp/company.html,review_membership_only
1201,松和印刷株式会社,https://showa-pr.co.jp/,https://showa-pr.co.jp/contact/,S｜地域印刷・販促物・ポスティング支援,大阪府印刷工業組合公式会員：商業印刷・販促物・企画制作,B,送付対象｜B｜S｜地域印刷・販促物・ポスティング支援,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://showa-pr.co.jp/ ; https://showa-pr.co.jp/#a01 ; https://showa-pr.co.jp/#a02｜監査日=2026-08-12,yes,,ブランディング,,,yes,200,200,https://showa-pr.co.jp/ / https://showa-pr.co.jp/#a01 / https://showa-pr.co.jp/#a02,review_weak_hub
1602,株式会社フォルト,https://www.fort-net.com/,https://www.fort-net.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / 工務店 / お客様の課題｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.fort-net.com/ ; https://www.fort-net.com/services/ ; https://www.fort-net.com/services/#importance｜監査日=2026-08-12,yes,店舗 / 工務店 / お客様の課題,,,,yes,200,200,https://www.fort-net.com/ / https://www.fort-net.com/services/ / https://www.fort-net.com/services/#importance,review_insufficient_evidence
1603,株式会社プラスアート,http://www.plusart.co.jp/,http://www.plusart.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.plusart.co.jp/ ; http://www.plusart.co.jp/service/ ; http://www.plusart.co.jp/about/｜監査日=2026-08-12,yes,,,,,yes,200,200,http://www.plusart.co.jp/ / http://www.plusart.co.jp/service/ / http://www.plusart.co.jp/about/,review_insufficient_evidence
1604,株式会社ユーネクサス,https://u-nexus.co.jp/,https://u-nexus.co.jp/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / ホテル｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://u-nexus.co.jp/ ; https://u-nexus.co.jp/works/ ; https://u-nexus.co.jp/company/｜監査日=2026-08-12,yes,店舗 / ホテル,,,,yes,200,200,https://u-nexus.co.jp/ / https://u-nexus.co.jp/works/ / https://u-nexus.co.jp/company/,review_insufficient_evidence
1605,株式会社ライト工芸,https://raito.biz/,https://raito.biz/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://raito.biz/ ; https://raito.biz/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9 ; https://raito.biz/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85｜監査日=2026-08-12,yes,店舗,,,,yes,200,200,https://raito.biz/ / https://raito.biz/%E4%BA%8B%E6%A5%AD%E5%86%85%E5%AE%B9 / https://raito.biz/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85,review_insufficient_evidence
1606,株式会社三新,https://www.sanshin-ss.co.jp/,https://www.sanshin-ss.co.jp?page_id=49,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.sanshin-ss.co.jp/ ; https://www.sanshin-ss.co.jp/gaiyou｜監査日=2026-08-12,yes,店舗,,,,yes,200,200,https://www.sanshin-ss.co.jp/ / https://www.sanshin-ss.co.jp/gaiyou,review_insufficient_evidence
1607,株式会社共美工芸,https://k-kyobi.co.jp/,https://k-kyobi.co.jp/%e6%8e%a1%e7%94%a8%e6%83%85%e5%a0%b1/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / ホテル｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://k-kyobi.co.jp/ ; https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ ; https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81-3/｜監査日=2026-08-12,yes,店舗 / ホテル,,,,yes,200,200,https://k-kyobi.co.jp/ / https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ / https://k-kyobi.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81-3/,review_insufficient_evidence
1608,株式会社協同工芸社,https://kyodokogei.co.jp/,https://kyodokogei.co.jp/contact-dl/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / 飲食店 / 中小企業｜受託=プロモーション｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://kyodokogei.co.jp/ ; https://kyodokogei.co.jp/company/ ; https://kyodokogei.co.jp/about-us/｜監査日=2026-08-12,yes,店舗 / 飲食店 / 中小企業,プロモーション,,,yes,200,200,https://kyodokogei.co.jp/ / https://kyodokogei.co.jp/company/ / https://kyodokogei.co.jp/about-us/,keep_partner_fit
1609,株式会社原町サイン,https://www.hm-sign.com/,https://www.hm-sign.com/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=広告代理｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.hm-sign.com/ ; https://www.hm-sign.com/service ; https://www.hm-sign.com/archive_works｜監査日=2026-08-12,yes,,広告代理,,,yes,200,200,https://www.hm-sign.com/ / https://www.hm-sign.com/service / https://www.hm-sign.com/archive_works / https://www.hm-sign.com/company,review_weak_hub
1610,株式会社友菱,https://www.tomobishi.co.jp/,https://www.tomobishi.co.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,除外｜B｜S｜地方広告・印刷・看板・ブランディング,【除外根拠】実在する問い合わせフォーム未確認｜【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://www.tomobishi.co.jp/ ; https://www.tomobishi.co.jp/company ; https://www.tomobishi.co.jp/business｜監査日=2026-08-12,no,,,,,no,200,200,https://www.tomobishi.co.jp/ / https://www.tomobishi.co.jp/company / https://www.tomobishi.co.jp/business,review_insufficient_evidence
1611,株式会社坂本美工,http://www.sakabi.co.jp/index.html,http://www.sakabi.co.jp/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.sakabi.co.jp/index.html ; http://www.sakabi.co.jp/service.html ; http://www.sakabi.co.jp/about.html｜監査日=2026-08-12,yes,,,,,yes,200,200,http://www.sakabi.co.jp/index.html / http://www.sakabi.co.jp/service.html / http://www.sakabi.co.jp/about.html,review_insufficient_evidence
1612,株式会社天洋工芸,http://tenyoukougei.com/,http://tenyoukougei.com/%e3%81%8a%e5%95%8f%e5%90%88%e3%81%9b/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://tenyoukougei.com/ ; http://tenyoukougei.com/%E6%A5%AD%E5%8B%99%E5%86%85%E5%AE%B9/ ; http://tenyoukougei.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/｜監査日=2026-08-12,yes,,,,,yes,200,200,http://tenyoukougei.com/ / http://tenyoukougei.com/%E6%A5%AD%E5%8B%99%E5%86%85%E5%AE%B9/ / http://tenyoukougei.com/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,review_insufficient_evidence
1613,株式会社宝来社,https://horaisha.com/,https://horaisha.com/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / クリニック / 美容室 / サロン / 飲食店 / クライアント｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://horaisha.com/ ; https://horaisha.com/company/greeting ; https://horaisha.com/business/storedesign｜監査日=2026-08-12,yes,店舗 / クリニック / 美容室 / サロン / 飲食店 / クライアント,,,,yes,200,200,https://horaisha.com/ / https://horaisha.com/company/greeting / https://horaisha.com/business/storedesign,review_insufficient_evidence
1614,株式会社山口工社,http://ww51.tiki.ne.jp/~ygkosha/index.html,http://ww51.tiki.ne.jp/~ygkosha/toiawase.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://ww51.tiki.ne.jp/~ygkosha/index.html｜監査日=2026-08-12,yes,,,,,yes,200,200,http://ww51.tiki.ne.jp/~ygkosha/index.html,review_insufficient_evidence
1615,株式会社岡崎巧芸,https://okazakikougei.co.jp/,https://okazakikougei.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,除外｜B｜S｜地方広告・印刷・看板・ブランディング,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://okazakikougei.co.jp/ ; https://okazakikougei.co.jp/company/ ; https://okazakikougei.co.jp/｜監査日=2026-08-12,no,店舗,,,内装工事,yes,200,200,https://okazakikougei.co.jp/ / https://okazakikougei.co.jp/company/ / https://okazakikougei.co.jp/,likely_not_partner
1616,株式会社新工,http://www.shinkosign.co.jp/,http://www.shinkosign.co.jp/category/1676872.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=写真館｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.shinkosign.co.jp/ ; http://www.shinkosign.co.jp/category/1676865.html ; http://www.shinkosign.co.jp/category/1676868.html｜監査日=2026-08-12,yes,写真館,,,,yes,200,200,http://www.shinkosign.co.jp/ / http://www.shinkosign.co.jp/category/1676865.html / http://www.shinkosign.co.jp/category/1676868.html,review_insufficient_evidence
1617,株式会社日本彫刻工芸,https://niccho.main.jp/,https://niccho.main.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=ホテル｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://niccho.main.jp/ ; https://niccho.main.jp/features/ ; https://niccho.main.jp/message/｜監査日=2026-08-12,yes,ホテル,,,,yes,200,200,https://niccho.main.jp/ / https://niccho.main.jp/features/ / https://niccho.main.jp/message/ / https://niccho.main.jp/history/,review_weak_hub
1618,株式会社日高ネオン,https://hidakaneon.co.jp/,https://hidakaneon.co.jp/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://hidakaneon.co.jp/ ; https://hidakaneon.co.jp/service/ ; https://hidakaneon.co.jp/about/｜監査日=2026-08-12,yes,店舗,,,,yes,200,200,https://hidakaneon.co.jp/ / https://hidakaneon.co.jp/service/ / https://hidakaneon.co.jp/about/,review_insufficient_evidence
1619,株式会社昭和ネオン,https://www.showaneon.co.jp/,https://www.showaneon.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.showaneon.co.jp/ ; https://www.showaneon.co.jp/service/ ; https://www.showaneon.co.jp/service/showa-vision/｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.showaneon.co.jp/ / https://www.showaneon.co.jp/service/ / https://www.showaneon.co.jp/service/showa-vision/,review_insufficient_evidence
1620,株式会社昭和化成,https://www.shouwa.co.jp/,https://www.shouwa.co.jp/contact.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.shouwa.co.jp/ ; https://www.shouwa.co.jp/about.html ; https://www.shouwa.co.jp/service.html｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.shouwa.co.jp/ / https://www.shouwa.co.jp/about.html / https://www.shouwa.co.jp/service.html,review_insufficient_evidence
1621,株式会社村田塗料店,https://www.muratatoryo.co.jp/,https://www.muratatoryo.co.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,除外｜B｜S｜地方広告・印刷・看板・ブランディング,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=https://www.muratatoryo.co.jp/ ; https://www.muratatoryo.co.jp/divisions/paint-division/ ; https://www.muratatoryo.co.jp/divisions/development-division/｜監査日=2026-08-12,no,店舗,,,内装工事,yes,200,200,https://www.muratatoryo.co.jp/ / https://www.muratatoryo.co.jp/divisions/paint-division/ / https://www.muratatoryo.co.jp/divisions/development-division/ / https://www.muratatoryo.co.jp/profile/,likely_not_partner
1622,株式会社東京システック,https://t-systec.com/,https://t-systec.com/contactform2/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://t-systec.com/ ; https://t-systec.com/about/ ; https://t-systec.com/ooh/｜監査日=2026-08-12,yes,店舗,,,,yes,200,200,https://t-systec.com/ / https://t-systec.com/about/ / https://t-systec.com/ooh/,review_insufficient_evidence
1623,株式会社東北電照,https://www.tohoku-densho.co.jp/,https://www.tohoku-densho.co.jp/form/tohoku-densho/contact,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.tohoku-densho.co.jp/ ; https://www.tohoku-densho.co.jp/company ; https://www.tohoku-densho.co.jp/service｜監査日=2026-08-12,yes,,,,,yes,200,200,https://www.tohoku-densho.co.jp/ / https://www.tohoku-densho.co.jp/company / https://www.tohoku-densho.co.jp/service,review_insufficient_evidence
1624,株式会社松山建装社,https://kensosya.co.jp/,https://kensosya.co.jp/pages/5/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / ホテル｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://kensosya.co.jp/ ; https://kensosya.co.jp/pages/19/｜監査日=2026-08-12,yes,店舗 / ホテル,,,,yes,200,200,https://kensosya.co.jp/ / https://kensosya.co.jp/pages/19/,review_insufficient_evidence
1625,株式会社港電業社,https://minatoden.com/,https://minatoden.com/inquiry/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,除外｜B｜S｜地方広告・印刷・看板・ブランディング,【除外根拠】実在する問い合わせフォーム未確認・SaaS・設備・商材等が中心｜【確認事実】顧客=店舗｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム未確認｜根拠URL=https://minatoden.com/ ; https://minatoden.com/concept/ ; https://minatoden.com/company/｜監査日=2026-08-12,no,店舗,,,卸売,no,200,200,https://minatoden.com/ / https://minatoden.com/concept/ / https://minatoden.com/company/,likely_not_partner
1626,株式会社総合企画,https://sougoukikaku.jp/,https://sougoukikaku.jp/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / 医院 / ホテル｜受託=ブランディング｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://sougoukikaku.jp/ ; https://sougoukikaku.jp/service/ ; https://sougoukikaku.jp/works-gallery/｜監査日=2026-08-12,yes,店舗 / 医院 / ホテル,ブランディング,,,yes,200,200,https://sougoukikaku.jp/ / https://sougoukikaku.jp/service/ / https://sougoukikaku.jp/works-gallery/ / https://sougoukikaku.jp/company/,keep_partner_fit
1627,株式会社野口工芸社,https://www.noguchikougeisya.co.jp/,https://www.noguchikougeisya.co.jp/inquiry/index.html,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=店舗 / 中小企業｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://www.noguchikougeisya.co.jp/ ; https://www.noguchikougeisya.co.jp/solutions.html ; https://www.noguchikougeisya.co.jp/company.html｜監査日=2026-08-12,yes,店舗 / 中小企業,,,,yes,200,200,https://www.noguchikougeisya.co.jp/ / https://www.noguchikougeisya.co.jp/solutions.html / https://www.noguchikougeisya.co.jp/company.html,review_large_scale
1628,株式会社陽気堂,http://youkido.co.jp/,http://youkido.co.jp/youkido/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,除外｜B｜S｜地方広告・印刷・看板・ブランディング,【除外根拠】SaaS・設備・商材等が中心｜【確認事実】顧客=店舗 / 医院｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜根拠URL=http://youkido.co.jp/ ; http://youkido.co.jp/youkido/works/ ; http://youkido.co.jp/youkido/about/｜監査日=2026-08-12,no,店舗 / 医院,,,設備工事,yes,200,200,http://youkido.co.jp/ / http://youkido.co.jp/youkido/works/ / http://youkido.co.jp/youkido/about/ / http://youkido.co.jp/create/create_about/,review_insufficient_evidence
1629,株式会社香川ネオン松山電業社,https://kagawa-neon.com/,https://kagawa-neon.com/contact/,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=https://kagawa-neon.com/ ; https://kagawa-neon.com/company ; https://kagawa-neon.com/services｜監査日=2026-08-12,yes,,,,,yes,200,200,https://kagawa-neon.com/ / https://kagawa-neon.com/company / https://kagawa-neon.com/services,review_insufficient_evidence
1630,桂工芸株式会社,http://www.katsurakogei.co.jp/index.html,http://www.katsurakogei.co.jp/form.php,S｜地方広告・印刷・看板・ブランディング,日本サイン協会公式会員：看板・屋外広告・サイン制作,B,送付対象｜B｜S｜地方広告・印刷・看板・ブランディング,【確認事実】顧客=公式文言を確認できず（B分類を根拠に送付対象維持）｜受託=公式文言を確認できず（S｜地方広告・印刷・看板・ブランディング分類を根拠に送付対象維持）｜継続支援=明記確認できず（送付可否には影響させない）｜窓口=実フォーム確認｜【営業仮説・未確認】GBP運用を追加施策または実務外注として提案できる可能性｜根拠URL=http://www.katsurakogei.co.jp/index.html ; http://www.katsurakogei.co.jp/about.html ; http://www.katsurakogei.co.jp/works.html｜監査日=2026-08-12,yes,,,,,yes,200,200,http://www.katsurakogei.co.jp/index.html / http://www.katsurakogei.co.jp/about.html / http://www.katsurakogei.co.jp/works.html,review_insufficient_evidence
