sheet_row,company_name,url,contact_url,proposal_class,existing_evidence,classification,reason,official_status,final_url,positive_hits,hub_hits,weak_hits,membership_only,employees_detected,offices_detected,capital_man_detected,listed_signal,national_scale_signal,existing_enterprise_class,existing_enterprise_match,evidence_urls
1952,株式会社くみん不動産,https://www.kumin.co.jp/,https://www.kumin.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.kumin.co.jp/,,店舗 / 不動産会社,,yes,25,,1000,no,no,,,https://www.kumin.co.jp/blog/detail675/ / https://www.kumin.co.jp/company/#accessmap
1953,株式会社さいたま住研,https://www.saitama-j.com/,https://www.saitama-j.com/inquiry.php,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.saitama-j.com/,,店舗 / 飲食店 / ホテル,,yes,,,,no,no,,,https://www.saitama-j.com/company/ / https://www.saitama-j.com/company/#minamiyono
1954,株式会社しんにち不動産,https://www.39shinnichi.co.jp/,https://www.39shinnichi.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.39shinnichi.co.jp/,,店舗 / 不動産会社,,yes,,,,no,no,,,https://www.39shinnichi.co.jp/company / https://www.39shinnichi.co.jp/company/president
1955,株式会社すがコーポレーション,https://www.sugasuga.co.jp/,https://www.sugasuga.co.jp/?page_id=41,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,0,https://www.sugasuga.co.jp/,,,,yes,,,,no,no,,,
1956,株式会社すまいる管理,http://www.smile-service.jp/,http://www.smile-service.jp/?page_id=221,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,http://www.smile-service.jp/,広告代理,,賃貸管理,yes,10,,900,no,no,,,http://www.smile-service.jp/?page_id=529 / https://www.smile-service.jp/?page_id=1066
1957,株式会社ちえん,https://www.chien.co.jp/,https://www.chien.co.jp/toiawase.aspx,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.chien.co.jp/,,店舗,不動産仲介,yes,,,1000,no,no,,,https://www.chien.co.jp/kaisya.aspx
1958,株式会社つくば商事,https://www.tsukuba-s.com/,https://www.tsukuba-s.com/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.tsukuba-s.com/,,店舗 / ホテル / 不動産会社,不動産仲介,yes,,,,no,no,,,https://www.tsukuba-s.com/company-overview / https://www.tsukuba-s.com/for_business
1959,株式会社ときそう,http://tokiso.co.jp/,http://tokiso.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://tokiso.co.jp/,,不動産会社,,yes,,,,no,no,,,http://tokiso.co.jp/services/ / http://tokiso.co.jp/design/profile/
1960,株式会社なないろ,https://www.nanairorent.net/,https://www.nanairorent.net/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.nanairorent.net/,,店舗 / 不動産会社,賃貸管理 / 不動産仲介,yes,,,,no,no,,,https://www.nanairorent.net/company/
1961,株式会社ひろし不動産,https://www.hiroshif.com/,https://www.hiroshif.com/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.hiroshif.com/,,店舗 / 不動産会社,賃貸管理,yes,,,,no,no,,,https://www.hiroshif.com/company / https://www.hiroshif.com/company/access
1962,株式会社ふれんず宅建保証,https://www.f-takken.com/hoshou/,https://www.f-takken.com/hoshou/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.f-takken.com/hoshou/,,,賃貸管理,yes,,,,no,no,,,https://www.f-takken.com/hoshou/service / https://www.f-takken.com/hoshou/company
1963,株式会社べるでん,https://werden.jp/,https://werden.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://werden.jp/,,不動産会社,賃貸管理,yes,,,,no,no,,,https://werden.jp/company/
1964,株式会社まさる建設,https://masaru-kensetu.com/,https://masaru-kensetu.com/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://masaru-kensetu.com/,,工務店 / 建設会社,内装工事,yes,,,,no,no,,,https://masaru-kensetu.com/company/ / https://masaru-kensetu.com/business/
1965,株式会社まつもと不動産,https://www.matsu-f.jp/,https://www.matsu-f.jp/shop/contact/shop/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.matsu-f.jp/,,店舗 / サロン,賃貸管理,yes,,,,no,no,,,https://www.matsu-f.jp/rent/business/rail/ / https://www.matsu-f.jp/rent/business/area/
1966,株式会社みずほ不動産,https://www.mizuho-re.com:443/,https://www.mizuho-re.com:443/requests/edit,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.mizuho-re.com:443/,,店舗 / 不動産会社,賃貸管理,yes,,,,no,no,,,https://www.mizuho-re.com:443/companies
1967,株式会社むつみホーム,https://mutsumi-home.net/,https://mutsumi-home.net/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://mutsumi-home.net/,,店舗,賃貸管理,yes,22,,1000,no,no,,,https://mutsumi-home.net/profile/
1968,株式会社わのまま,https://wanomama-official.com/,https://wanomama-official.com/reform/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://wanomama-official.com/,,店舗,不動産仲介,yes,,,,no,no,,,https://wanomama-official.com/company/
1969,株式会社アイエフシー・コーポレーション,https://www.ifc-corporation.co.jp/,https://www.ifc-corporation.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.ifc-corporation.co.jp/,,,賃貸管理,yes,,,,no,no,,,https://www.ifc-corporation.co.jp/?page_id=261 / https://www.ifc-corporation.co.jp/about/#ANC_SEC01
1970,株式会社アイディプロパティ,https://idg-p.jp/,https://idg-p.jp/inquiry/index.php,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://idg-p.jp/,,店舗,賃貸管理,yes,,,,no,no,,,https://idg-p.jp/company/
1971,株式会社アイランドホーム,http://www.iland-home.com/,http://www.iland-home.com/mailform/mailform_1/index.html,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.iland-home.com/,,不動産会社,賃貸管理,yes,,,1000,no,no,,,http://www.iland-home.com/basic/profile.html / http://www.iland-home.com/basic/service.html
1972,株式会社アイワホーム,https://www.aiwa-home.jp/,https://www.aiwa-home.jp/formmagazine/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aiwa-home.jp/,,店舗,,yes,,,1000,no,no,,,https://www.aiwa-home.jp/company/ / https://www.aiwa-home.jp/business/
1973,株式会社アイ・ディー・シー,https://www.id-com.co.jp/,https://www.id-com.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.id-com.co.jp/,,不動産会社,賃貸管理,yes,,,,no,no,,,https://www.id-com.co.jp/service/ / https://www.id-com.co.jp/service/management/
1974,株式会社アオキガーデン,https://www.aoki-garden.co.jp/,https://www.aoki-garden.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aoki-garden.co.jp/,,店舗,賃貸管理 / 不動産仲介,yes,,,,no,no,,,https://www.aoki-garden.co.jp/company / https://www.aoki-garden.co.jp/company/president
1975,株式会社アキシム,https://www.akisim.com/,https://www.akisim.com/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.akisim.com/,,店舗,賃貸管理,yes,14,,2000,no,no,,,https://www.akisim.com/company/
1976,株式会社アクシスコミュニティ,https://www.axiss-community.co.jp/,https://www.axiss-community.co.jp/contact.html,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.axiss-community.co.jp/,,,賃貸管理,yes,,,2000,no,no,,,https://www.axiss-community.co.jp/company.html
1977,株式会社アクトワンプラス,http://www.actoneplus.co.jp/,http://www.actoneplus.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.actoneplus.co.jp/,,店舗,,yes,47,,6150,no,no,,,http://www.actoneplus.co.jp/company/ / http://www.actoneplus.co.jp/bs/
1978,株式会社アサカワクオリネス,https://qualiness.co.jp/,https://qualiness.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://qualiness.co.jp/,,不動産会社,,yes,80,,,no,no,,,https://qualiness.co.jp/corporate/ / https://qualiness.co.jp/corporate/profile/
1979,株式会社アスパ,https://www.asset-value.jp/,https://www.asset-value.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.asset-value.jp/,,,賃貸管理,yes,,,,no,no,,,https://www.asset-value.jp/services/ / https://www.asset-value.jp/company/
1980,株式会社アズ・スタット,https://www.az-stat.com/,https://www.az-stat.com/contact_cancel/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.az-stat.com/,,店舗,賃貸管理,yes,200,,9000,no,no,,,https://www.az-stat.com/company/ / https://www.az-stat.com/company/#tokyo_map
1981,株式会社アセス信用保証,https://www.assess-credit.co.jp/,https://www.assess-credit.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.assess-credit.co.jp/,,不動産会社,,yes,,,1000,no,no,,,https://www.assess-credit.co.jp/service/ / https://www.assess-credit.co.jp/company.html
1982,株式会社アソーク,https://asok-inc.co.jp/,https://asok-inc.co.jp/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://asok-inc.co.jp/,,店舗 / 不動産会社,賃貸管理 / 不動産仲介,yes,,,,yes,yes,,,https://asok-inc.co.jp/#company / https://asok-inc.co.jp/column/rental_management_company_change/
1983,株式会社アチーブメントプラス,https://www.achieve-plus.jp/,https://www.achieve-plus.jp/soudan-form/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.achieve-plus.jp/,,店舗,賃貸管理,yes,,,,no,no,,,https://www.achieve-plus.jp/company/
1984,株式会社アッドバリュー,https://www.add-v.co.jp/,https://www.add-v.co.jp/contact.html/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.add-v.co.jp/,,,賃貸管理 / 不動産仲介,yes,,,,no,no,,,https://www.add-v.co.jp/aboutus/index.html / https://www.add-v.co.jp/aboutus/message.html
1985,株式会社アップル,https://www.apple-apaman.co.jp/,https://www.apple-apaman.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://www.apple-apaman.co.jp/,,店舗 / 不動産会社,賃貸管理,yes,325,,1000,no,no,,,https://www.apple-apaman.co.jp/company/profile/ / https://www.apple-apaman.co.jp/company/message/
1986,株式会社アップル神奈川,https://www.ap-kanagawa.co.jp/,https://www.ap-kanagawa.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,keep_partner_fit,公式サイトで受託支援と地域顧客接点を確認,200,https://www.ap-kanagawa.co.jp/,seo対策,店舗,賃貸管理,yes,60,,,no,no,,,https://www.ap-kanagawa.co.jp/ / https://www.ap-kanagawa.co.jp/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/
1987,株式会社アトワンス,http://www.atonce.jp/,http://www.atonce.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.atonce.jp/,,店舗,賃貸管理,yes,,,,no,no,,,http://www.atonce.jp/company/ / http://www.atonce.jp/about/
1988,株式会社アドバンスネット,http://www.advance-real.co.jp/,https://www.advance-real.co.jp/web/contact.php,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.advance-real.co.jp/,,不動産会社,賃貸管理,yes,,,,no,no,,,https://www.advance-real.co.jp/about/ / https://www.advance-real.co.jp/business/owner/
1989,株式会社アドバンス・シティ・プランニング,https://acp.hokushinfudosan.co.jp/,https://acp.hokushinfudosan.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://acp.hokushinfudosan.co.jp/,,ホテル,,yes,,,,no,no,,,https://acp.hokushinfudosan.co.jp/business / https://acp.hokushinfudosan.co.jp/
1990,株式会社アパリエ建築,https://www.apalier.co.jp/,https://www.apalier.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.apalier.co.jp/,,,賃貸管理,yes,,,,no,no,,,https://www.apalier.co.jp/services / https://www.apalier.co.jp/about
1991,株式会社アパートセンターオカモト,https://www.acogroup.co.jp/,https://www.acogroup.co.jp/inquiry/?radio=1,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.acogroup.co.jp/,,店舗 / 不動産会社 / リフォーム会社,賃貸管理,yes,83,,1000,no,no,,,https://www.acogroup.co.jp/corporate/ / https://www.acogroup.co.jp/property-sales/#service01
1992,株式会社アフロ,https://www.aflo-net.com/,https://www.aflo-net.com/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aflo-net.com/,,店舗 / サロン / 飲食店,不動産仲介,yes,,,,no,no,,,https://www.aflo-net.com/company/ / https://www.aflo-net.com/company/#greeting
1993,株式会社アブレイズパートナーズ,https://ablaze-p.co.jp/,https://ablaze-p.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_weak_hub,受託支援は確認できるが地域顧客ハブ性を確認できず,200,https://ablaze-p.co.jp/,プロモーション,,賃貸管理 / 清掃サービス,yes,19,,,no,no,,,https://ablaze-p.co.jp/company
1994,株式会社アプリーズ,https://www.aprease.com/,https://www.aprease.com/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aprease.com/,,不動産会社,,yes,25,,,no,no,,,https://www.aprease.com/service/ / https://www.aprease.com/company/
1995,株式会社アミコム,http://www.amicom.jp/,http://www.amicom.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://www.amicom.jp/,,,賃貸管理,yes,,,,no,no,,,http://www.amicom.jp/company/
1996,株式会社アルコ,https://www.arukonet.co.jp/,https://www.arukonet.co.jp/office_information/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.arukonet.co.jp/,,店舗,賃貸管理,yes,,,,no,no,,,https://www.arukonet.co.jp/#business / https://www.arukonet.co.jp/#about
1997,株式会社アルス,https://ars-re.co.jp/,https://ars-re.co.jp/index/inquiry,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://ars-re.co.jp/,,店舗 / 不動産会社,賃貸管理,yes,,,,no,no,,,https://ars-re.co.jp/company
1998,株式会社アルゾホーム,https://www.aruzohome.com/,https://www.aruzohome.com/inquiry,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aruzohome.com/,,店舗 / 不動産会社,,yes,,,,no,no,,,https://www.aruzohome.com/about / https://www.aruzohome.com/research-service
1999,株式会社アルファエステート,https://www.alp-est.com/,https://www.alp-est.com/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.alp-est.com/,,店舗,賃貸管理,yes,,,,no,no,,,https://www.alp-est.com/company / https://www.alp-est.com/company/president
2000,株式会社アルファー,https://alpha-k.jp/,https://alpha-k.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://alpha-k.jp/,,不動産会社,,yes,,,,no,no,,,https://alpha-k.jp/corporateinfo/ / https://alpha-k.jp/corporateinfo/outline/
2001,株式会社アルヴェスタ,http://alvesta.co.jp/,https://alvesta.co.jp/contactbs/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,http://alvesta.co.jp/,,,,yes,,,,no,no,,,https://alvesta.co.jp/company/
2002,株式会社アレップス,https://town-group.co.jp/,https://town-group.co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_large_scale,従業員・資本金・拠点・全国展開の規模シグナル,200,https://town-group.co.jp/,,店舗 / 飲食店,賃貸管理 / 不動産仲介,yes,,23,,no,no,,,https://town-group.co.jp/about / https://town-group.co.jp/about
2003,株式会社アロハプロパティ,https://www.aloha-property.co.jp/,https://www.aloha-property.co.jp,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.aloha-property.co.jp/,,店舗,,yes,,,,no,no,,,https://www.aloha-property.co.jp/
2004,株式会社アンサー倶楽部,https://answerclub.co.jp/,https://answerclub.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,exclude_high_scale,公式サイトで上場または大規模シグナルを確認,200,https://answerclub.co.jp/,,店舗,賃貸管理,yes,,,300,yes,no,,,https://answerclub.co.jp/company
2005,株式会社アンティ,https://www.amty.jp/,https://www.amty.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.amty.jp/,,店舗,,yes,,,,no,no,,,https://www.amty.jp/company / https://www.amty.jp/company/access
2006,株式会社アンドセレクト,https://andselect.co.jp/,https://andselect.co.jp/contact.html,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://andselect.co.jp/,,店舗,賃貸管理,yes,,,300,no,no,,,https://andselect.co.jp/service.html / https://andselect.co.jp/company.html
2007,株式会社アンビション・バロー,https://www.valor8600.com/,https://www.valor8600.com/valorshinyoko/inquiry/index.php,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.valor8600.com/,,店舗,賃貸管理,yes,,,2000,no,no,,,https://www.valor8600.com/fp-24132/ / https://www.valor8600.com/valoryokohamachukai/company/
2008,株式会社アース,https://www.earthgroup-jp.com/,https://www.earthgroup-jp.com,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.earthgroup-jp.com/,,店舗 / サロン / 不動産会社,賃貸管理,yes,,,,no,no,,,https://www.earthgroup-jp.com/services-7 / https://www.earthgroup-jp.com/services-7-1
2009,株式会社アース保証,https://earth-hosho.co.jp/,https://earth-hosho.co.jp/wp-content/themes/earthhosho/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://earth-hosho.co.jp/,,店舗,,yes,,,6003,no,no,,,https://earth-hosho.co.jp/service/ / https://earth-hosho.co.jp/company/
2010,株式会社アートアベニュー,https://www.artavenue.co.jp/,https://www.artavenue.co.jp/consult/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.artavenue.co.jp/,,宿泊施設 / ホテル / 不動産会社,賃貸管理,yes,58,,2100,no,no,,,https://www.artavenue.co.jp/company/ / https://www.artavenue.co.jp/company/outline/
2011,株式会社アーバネットリビング,https://www.urbanet.jp/urbanetliving/,https://www.urbanet.jp/urbanetliving/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.urbanet.jp/urbanetliving/,,ホテル,,yes,,,8000,no,no,,,https://www.urbanet.jp/urbanetliving/company/ / https://www.urbanet.jp/sitepolicy/#about-cookie
2012,株式会社アーバンライフ建築総合研究所,https://urban-a.co.jp/,https://urban-a.co.jp/publics/index/23/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://urban-a.co.jp/,,店舗 / 中小企業,賃貸管理,yes,,,,no,no,,,https://urban-a.co.jp/publics/index/24/
2013,株式会社アーバンレック,https://www.heya.co.jp/,https://www.heya.co.jp/contact/,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.heya.co.jp/,,クリニック,賃貸管理,yes,10,,,no,no,,,https://www.heya.co.jp/company/
2014,株式会社アーバン企画開発,https://www.urbankk.co.jp/,https://www.urbankk.co.jp/inquiry,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.urbankk.co.jp/,,店舗 / 中小企業,賃貸管理,yes,188,,2820,no,no,,,https://www.urbankk.co.jp/company / https://www.urbankk.co.jp/service
2015,株式会社アール恒産,https://r-kosan.co.jp/,https://r-kosan.co.jp/inquiry,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://r-kosan.co.jp/,,,,yes,,,,no,no,,,https://r-kosan.co.jp/company
2016,株式会社イエヰリ,https://www.ieiri-co.jp/,https://www.ieiri-co.jp/contact,K｜地域不動産・賃貸管理・物件活用支援,日本賃貸住宅管理協会公式会員：地域の賃貸管理・不動産活用支援,review_membership_only,団体会員・出展者情報のみで、受託支援根拠を確認できず,200,https://www.ieiri-co.jp/,,店舗,,yes,,,,no,no,,,https://www.ieiri-co.jp/company
